text,label
"Hey, Schedule a meeting about training session this Thursday at noon",schedule
what happened in the kickoff meeting?,meeting_query
Could you set up a call with ethan about feature roadmap?,schedule
"Could you greetings, carlos here?",greeting
remind me to check bug triage by end of week,task
Could you summarize the database migration meeting?,summarize
"Urgently hey, tina here",greeting
Please assign deepa to review the document,task
Schedule a meeting about pricing model tomorrow morning!,schedule
Email Tina the meeting notes!,email
Please compose a message about the ui redesign decisions,draft_email
SET UP A CALL WITH YARA ABOUT DATABASE MIGRATION,schedule
I want to schedule a meeting about database migration this thursday at noon,schedule
Draft a recap email about performance review please,draft_email
I want to set my focus area to operations,set_preference
Urgently did laura mention anything about the deadline?,meeting_query
Could you set up a call with kevin about investor update?,schedule
Could you who is responsible for compliance review??,question
Set up a call with Carlos about data pipeline please,schedule
Urgently schedule a meeting about bug triage tomorrow at 10 am,schedule
SET UP A CALL WITH FARID ABOUT TEAM STANDUP,schedule
Draft a recap email about board meeting!,draft_email
Set up a call with Laura about pricing model!,schedule
Can you show me notes from the last weekly sync,meeting_query
Please schedule a meeting about data pipeline friday at 3:30 pm,schedule
"Hey, Good evening, Leo here",greeting
I want to send a follow-up about sprint review,email
I want to drop the call scheduled for tomorrow,cancel
Could you set up a call with hannah about a/b testing?,schedule
"Good morning, Quinn here",greeting
Send a follow-up about marketing campaign please,email
"thank you, john here",greeting
did isha mention anything about the deadline?,meeting_query
Can you book a room for tomorrow?,schedule
"Please good morning, grace here",greeting
Could you add a task to follow up on training session?,task
set up a call with oscar about a/b testing,schedule
"I want to hey, hiro here",greeting
Set up a call with George about code review please,schedule
Could you schedule a meeting about marketing campaign next sprint?,schedule
Please remove amit from the invite list,modify
Can you tl;dr of feature roadmap discussion,summarize
Please remove the bug triage session from my calendar,cancel
Please what was decided about compliance review?,question
"Hey, Compose a message about the hiring plan decisions",draft_email
"Could you hi there, john here?",greeting
Cancel the meeting about data pipeline please,cancel
Change the time of partnership deal discussion to 3 PM!,modify
I want to what's the status of ai core?,question
"Hey, TL;DR of client feedback discussion",summarize
cancel the meeting about user research,cancel
schedule a meeting about board meeting tomorrow at 10 am,schedule
Add a task to follow up on A/B testing!,task
Schedule a meeting about feature roadmap end of day!,schedule
SCHEDULE A MEETING ABOUT TEAM STANDUP END OF DAY,schedule
Could you set up a call with rachel about bug triage?,schedule
Urgently schedule a meeting about sales pipeline next wednesday at 11 am,schedule
Please set up a call with diana about pricing model,schedule
Could you set up a call with diana about investor update?,schedule
I want to schedule a meeting about client feedback end of day,schedule
Send an email to Zach about the project update!,email
"Hey, What's the status of Titan Build?",question
Could you set up a call with mike about user research?,schedule
Please schedule a meeting about design sprint end of day,schedule
Give me a brief of security audit please,summarize
Urgently show me notes from the last architecture review,meeting_query
Set up a call with Oscar about deployment strategy,schedule
Set up a call with George about data pipeline!,schedule
Create an action item for board meeting!,task
Please set up a call with kevin about hiring plan,schedule
Could you break down the main points?,summarize
Urgently compose a message about the bug triage decisions,draft_email
"Hey Auralis, Julia here!",greeting
I want to email julia the meeting notes,email
Please set up a call with julia about team standup,schedule
Schedule a meeting about code review next Monday at 2 PM!,schedule
Urgently email julia the meeting notes,email
Urgently schedule a meeting about feature roadmap next monday at 2 pm,schedule
I want to draft a recap email about product launch,draft_email
move the user research meeting to next week,modify
Summarize the database migration meeting!,summarize
"Hey, Set up a call with Priya about code review",schedule
Urgently schedule a meeting about ui redesign end of day,schedule
remind me to check bug triage by end of week,task
Schedule a meeting about board meeting March 15 at 9 AM!,schedule
SCHEDULE A MEETING ABOUT PROJECT TIMELINE NEXT MONDAY AT 2 PM,schedule
Can you send an email to kevin about the project update,email
Create an action item for design sprint,task
GIVE ME A BRIEF OF PRICING MODEL,summarize
I want to schedule a meeting about database migration today at 4 pm,schedule
schedule a meeting about team standup next sprint,schedule
set a reminder to call leo,task
Urgently pull up the stakeholder check-in transcript,meeting_query
I want to show me notes from the last status update,meeting_query
Schedule a meeting about feature roadmap Friday at 3:30 PM!,schedule
COMPOSE A MESSAGE ABOUT THE API INTEGRATION DECISIONS,draft_email
"Great job, Laura here please",greeting
"Hey, Assign Uma to review the document",task
Urgently set up a call with george about code review,schedule
"Hey, Move the board meeting meeting to next week",modify
Can you draft a message to john@company.com,draft_email
Pull up the architecture review transcript!,meeting_query
Urgently when is operation mercury launching?,question
What's the status of Pipeline Pro?!,question
Please who is responsible for sales pipeline?,question
I want to who is responsible for partnership deal?,question
Urgently set my preferred meeting time to mornings,set_preference
I want to tl;dr of product launch discussion,summarize
Urgently change the time of client feedback discussion to 3 pm,modify
change my tone to professional,set_preference
Schedule a meeting about client feedback next Monday at 2 PM,schedule
"Hey, Schedule a meeting about design sprint Friday at 3:30 PM",schedule
"Hey, Assign Uma to review the document",task
Please schedule a meeting about performance review the day after tomorrow,schedule
schedule a meeting about project timeline tomorrow morning,schedule
Set up a call with Kevin about database migration,schedule
Urgently create an action item for api integration,task
What was decided about compliance review?!,question
Please send an email to yara about the project update,email
Set up a call with Nina about product launch!,schedule
"Please good evening, leo here",greeting
Could you schedule a meeting about board meeting end of day?,schedule
Schedule a meeting about vendor contract next Monday at 2 PM!,schedule
SET MY FOCUS AREA TO CUSTOMER SUCCESS,set_preference
I want to what happened in the design review?,meeting_query
I want to create an action item for team standup,task
Pull up the budget review transcript!,meeting_query
"I want to greetings, kevin here",greeting
Can you move the infrastructure upgrade meeting to next week,modify
set up a call with ethan about deployment strategy,schedule
Who is responsible for customer onboarding?!,question
I want to can you summarize the discussion on pricing model?,question
"Urgently hey there, ethan here",greeting
Urgently summarize the a/b testing meeting,summarize
Could you set up a call with elena about code review?,schedule
create an action item for feature roadmap,task
Urgently what happened in the retrospective?,meeting_query
"Hey, Schedule a meeting about user research March 15 at 9 AM",schedule
"I want to hey there, ethan here",greeting
Give me a brief of project timeline!,summarize
Please add uma to the meeting,modify
"Hey, Remind me to check deployment strategy by end of week",task
Please set up a call with ethan about pricing model,schedule
Show me notes from the last stakeholder check-in please,meeting_query
Summarize the performance review meeting please,summarize
"Hey, Remove the design sprint session from my calendar",cancel
I want to set up a call with leo about api integration,schedule
Cancel the meeting about feature roadmap please,cancel
schedule a meeting about code review the day after tomorrow,schedule
SET UP A CALL WITH PRIYA ABOUT SECURITY AUDIT,schedule
"Hey, What's the status of DevOps Central?",question
"Hey, Schedule a meeting about feature roadmap next Wednesday at 11 AM",schedule
SCHEDULE A MEETING ABOUT MARKETING CAMPAIGN TOMORROW AT 10 AM,schedule
Can you remove the feature roadmap session from my calendar,cancel
MOVE THE MARKETING CAMPAIGN MEETING TO NEXT WEEK,modify
Please schedule a meeting about data pipeline today at 4 pm,schedule
schedule a meeting about investor update the day after tomorrow,schedule
SCHEDULE A MEETING ABOUT DATABASE MIGRATION TOMORROW AT 10 AM,schedule
Urgently who is responsible for training session?,question
I want to schedule a meeting about quarterly goals march 15 at 9 am,schedule
MOVE THE CLIENT FEEDBACK MEETING TO NEXT WEEK,modify
"Hello, Nate here please",greeting
Schedule a meeting about code review tomorrow at 10 AM please,schedule
Summarize the team standup meeting,summarize
Please change the time of feature roadmap discussion to 3 pm,modify
remind me to check training session by end of week,task
I want to set up a call with leo about data pipeline,schedule
I want to schedule a meeting about ui redesign next monday at 2 pm,schedule
"GREETINGS, KEVIN HERE",greeting
I want to schedule a meeting about user research this afternoon at 5 pm,schedule
Urgently cancel the meeting about code review,cancel
"Hey, Schedule a meeting about API integration this Thursday at noon",schedule
"Please hey, isha here",greeting
"Hey, Set up a call with Victor about design sprint",schedule
schedule a meeting about bug triage tomorrow morning,schedule
I want to schedule a meeting about user research next sprint,schedule
TL;DR OF VENDOR CONTRACT DISCUSSION,summarize
I want to schedule a meeting about infrastructure upgrade march 15 at 9 am,schedule
SET UP A CALL WITH MAYA ABOUT BOARD MEETING,schedule
Schedule a meeting about pricing model tomorrow morning!,schedule
CREATE AN ACTION ITEM FOR VENDOR CONTRACT,task
Could you set up a call with victor about a/b testing?,schedule
Email Mike the meeting notes,email
Please send an email to laura about the project update,email
Could you set up a call with priya about code review?,schedule
schedule a meeting about pricing model this thursday at noon,schedule
SCHEDULE A MEETING ABOUT PRICING MODEL TODAY AT 4 PM,schedule
Set a reminder to call Fiona please,task
Can you draft a recap email about security audit,draft_email
SET UP A CALL WITH KIRA ABOUT INFRASTRUCTURE UPGRADE,schedule
Draft a recap email about partnership deal please,draft_email
"HI THERE, HANNAH HERE",greeting
Assign Hiro to review the document!,task
"Hey, Set up a call with Rachel about API integration",schedule
Please set a reminder to call isha,task
Schedule a meeting about data pipeline this afternoon at 5 PM!,schedule
give me a brief of ui redesign,summarize
Urgently schedule a meeting about sales pipeline tomorrow at 10 am,schedule
How are you,greeting
Urgently draft a message to oscar@company.com,draft_email
Add a task to follow up on client feedback please,task
Could you set up a call with charlie about infrastructure upgrade?,schedule
Please remove charlie from the invite list,modify
"Hey, Yo, Victor here",greeting
"Hey, Schedule a meeting about user research next Monday at 2 PM",schedule
I want to summarize the bug triage meeting,summarize
Please tl;dr of q3 budget discussion,summarize
TL;DR OF SALES PIPELINE DISCUSSION,summarize
I want to cancel the meeting about q3 budget,cancel
What was decided about partnership deal?,question
Schedule a meeting about training session next Wednesday at 11 AM please,schedule
Can you set language to english,set_preference
SET UP A CALL WITH ZACH ABOUT PERFORMANCE REVIEW,schedule
Send an email to Nate about the project update please,email
Can you set up a call with isha about data pipeline,schedule
Set up a call with Hannah about client feedback!,schedule
Set up a call with Diana about feature roadmap please,schedule
Please thank you,greeting
TL;DR OF Q3 BUDGET DISCUSSION,summarize
I want to change the time of partnership deal discussion to 3 pm,modify
"Hey, Schedule a meeting about board meeting next Monday at 2 PM",schedule
create an action item for performance review,task
Set up a call with Bella about board meeting please,schedule
Please tl;dr of board meeting discussion,summarize
Cancel the meeting about code review please,cancel
I want to change the time of hiring plan discussion to 3 pm,modify
assign maya to review the document,task
Can you give me a brief of hiring plan,summarize
"Hey, Set up a call with Isha about user research",schedule
Add a task to follow up on Q3 budget please,task
TL;DR of client feedback discussion!,summarize
I want to assign john to review the document,task
Create an action item for bug triage please,task
Schedule a meeting about product launch Friday at 3:30 PM,schedule
I want to schedule a meeting about database migration next wednesday at 11 am,schedule
create an action item for code review,task
"Hey, Draft a recap email about infrastructure upgrade",draft_email
Please give me a brief of pricing model,summarize
"Hey, Email Uma the meeting notes",email
Urgently set up a call with oscar about infrastructure upgrade,schedule
Urgently send a follow-up about board meeting,email
I want to create an action item for database migration,task
Create an action item for product launch,task
Could you who is responsible for sprint review??,question
schedule a meeting about project timeline march 15 at 9 am,schedule
I want to email kevin the meeting notes,email
schedule a meeting about design sprint next monday at 2 pm,schedule
Schedule a meeting about client feedback the day after tomorrow please,schedule
I want to schedule a meeting about bug triage march 15 at 9 am,schedule
set up a call with rachel about vendor contract,schedule
Could you draft a recap email about quarterly goals?,draft_email
SCHEDULE A MEETING ABOUT CLIENT FEEDBACK NEXT SPRINT,schedule
I want to what was decided about marketing campaign?,question
I want to remove the feature roadmap session from my calendar,cancel
Could you schedule a meeting about investor update march 15 at 9 am?,schedule
What's the status of Growth Engine? please,question
"Hey, Schedule a meeting about infrastructure upgrade next Wednesday at 11 AM",schedule
Schedule a meeting about investor update this Thursday at noon please,schedule
Set up a call with George about customer onboarding please,schedule
Please draft a recap email about training session,draft_email
Can you send an email to sam about the project update,email
Urgently schedule a meeting about client feedback this afternoon at 5 pm,schedule
Urgently schedule a meeting about a/b testing friday at 3:30 pm,schedule
"Hey, Remind me to check vendor contract by end of week",task
Move the API integration meeting to next week please,modify
Could you when is mobileedge launching??,question
Can you send a follow-up about partnership deal,email
I want to tl;dr of performance review discussion,summarize
Urgently set up a call with ian about data pipeline,schedule
Urgently schedule a meeting about deployment strategy march 15 at 9 am,schedule
Schedule a meeting about hiring plan today at 4 PM,schedule
TL;DR OF PROJECT TIMELINE DISCUSSION,summarize
"Hey, Send a follow-up about data pipeline",email
what happened in the retrospective?,meeting_query
"Hey, What did Laura say in the meeting?",meeting_query
WHO IS RESPONSIBLE FOR PRODUCT LAUNCH?,question
SCHEDULE A MEETING ABOUT UI REDESIGN NEXT MONDAY AT 2 PM,schedule
Urgently set up a call with leo about api integration,schedule
SCHEDULE A MEETING ABOUT API INTEGRATION THIS AFTERNOON AT 5 PM,schedule
Please schedule a meeting about code review march 15 at 9 am,schedule
Could you set up a call with nina about ui redesign?,schedule
set up a call with maya about deployment strategy,schedule
"Hey, Set up a call with Deepa about customer onboarding",schedule
Give me a brief of code review please,summarize
Urgently send an email to charlie about the project update,email
Could you schedule a meeting about project timeline today at 4 pm?,schedule
Could you add charlie to the meeting?,modify
"Hey, What was decided about customer onboarding?",question
Set a reminder to call Nina please,task
Can you summarize the sales pipeline meeting,summarize
"Hey, Schedule a meeting about customer onboarding today at 4 PM",schedule
schedule a meeting about data pipeline today at 4 pm,schedule
Set up a call with Nate about vendor contract please,schedule
Can you compose a message about the pricing model decisions,draft_email
"Hey, Set up a call with Charlie about API integration",schedule
Urgently add a task to follow up on q3 budget,task
"Hey, Schedule a meeting about UI redesign tomorrow morning",schedule
Can you compose a message about the code review decisions,draft_email
cancel the meeting about design sprint,cancel
"Could you thank you, wendy here?",greeting
SET UP A CALL WITH LAURA ABOUT PRICING MODEL,schedule
Can you compose a message about the partnership deal decisions,draft_email
Could you set up a call with nina about product launch?,schedule
"Hey, Send a follow-up about investor update",email
Create an action item for client feedback,task
Can you set up a call with leo about feature roadmap,schedule
"Urgently thanks, charlie here",greeting
Could you remove the q3 budget session from my calendar?,cancel
schedule a meeting about database migration march 15 at 9 am,schedule
I want to set my focus area to hr,set_preference
I want to give me a brief of product launch,summarize
Set up a call with Grace about training session!,schedule
I want to set up a call with bella about code review,schedule
I want to summarize today's calls,summarize
"Hey, Schedule a meeting about performance review next Monday at 2 PM",schedule
Could you set up a call with ian about security audit?,schedule
Please give me a brief of training session,summarize
Urgently remind me to check investor update by end of week,task
"Hey, Yo",greeting
schedule a meeting about sales pipeline the day after tomorrow,schedule
Can you set up a call with ian about compliance review,schedule
Urgently what happened in the kickoff meeting?,meeting_query
Please schedule a meeting about code review next wednesday at 11 am,schedule
Remove the project timeline session from my calendar,cancel
set up a call with fiona about client feedback,schedule
"Hey, Cancel the meeting about sales pipeline",cancel
"Urgently thank you, amit here",greeting
draft a recap email about performance review,draft_email
Please move the marketing campaign meeting to next week,modify
Urgently set up a call with bob about marketing campaign,schedule
Could you schedule a meeting about customer onboarding next wednesday at 11 am?,schedule
Could you send a follow-up about performance review?,email
TL;DR of board meeting discussion please,summarize
Schedule a meeting about quarterly goals next Wednesday at 11 AM,schedule
Urgently schedule a meeting about deployment strategy next wednesday at 11 am,schedule
I want to schedule a meeting about data pipeline tomorrow at 10 am,schedule
SEND AN EMAIL TO LEO ABOUT THE PROJECT UPDATE,email
SCHEDULE A MEETING ABOUT HIRING PLAN MARCH 15 AT 9 AM,schedule
"I want to hi auralis, victor here",greeting
Can you when is datavault launching?,question
Cancel the meeting about team standup!,cancel
I want to compose a message about the feature roadmap decisions,draft_email
Could you who is responsible for database migration??,question
Can you draft a recap email about feature roadmap,draft_email
set up a call with elena about partnership deal,schedule
Could you schedule a meeting about api integration friday at 3:30 pm?,schedule
Send an email to Quinn about the project update please,email
Remind me to check customer onboarding by end of week please,task
Can you draft a message to carlos@company.com,draft_email
I want to show me notes from the last sprint planning,meeting_query
Send a follow-up about vendor contract please,email
TL;DR of feature roadmap discussion please,summarize
Who is responsible for customer onboarding?!,question
WHAT HAPPENED IN THE ALL-HANDS?,meeting_query
email sam the meeting notes,email
Can you when is datavault launching?,question
Urgently draft a message to grace@company.com,draft_email
Can you draft a message to hiro@company.com,draft_email
REMOVE THE DATA PIPELINE SESSION FROM MY CALENDAR,cancel
Can you who is responsible for security audit?,question
"Please good evening, julia here",greeting
Create an action item for bug triage!,task
Urgently set up a call with alice about hiring plan,schedule
"Hey, Did Hannah mention anything about the deadline?",meeting_query
Can you set up a call with deepa about design sprint,schedule
Urgently what happened in the roadmap alignment?,meeting_query
Urgently remove the customer onboarding session from my calendar,cancel
Schedule a meeting about sales pipeline today at 4 PM!,schedule
Please summarize the product launch meeting,summarize
Draft a recap email about API integration,draft_email
DRAFT A RECAP EMAIL ABOUT DATA PIPELINE,draft_email
Can you send an email to hiro about the project update,email
Schedule a meeting about deployment strategy today at 4 PM!,schedule
Urgently schedule a meeting about performance review next monday at 2 pm,schedule
Please remove nina from the invite list,modify
"Hey, Summarize the team standup meeting",summarize
"well done, victor here",greeting
SET MY FOCUS AREA TO PRODUCT,set_preference
"Please hi auralis, quinn here",greeting
Can you can you summarize the discussion on sales pipeline?,question
Set my focus area to operations!,set_preference
SET UP A CALL WITH BELLA ABOUT TEAM STANDUP,schedule
"I want to hi auralis, victor here",greeting
Remind me to check product launch by end of week please,task
Could you set up a call with hiro about a/b testing?,schedule
Can you change the time of bug triage discussion to 3 pm,modify
Urgently break down the main points,summarize
Urgently cancel the meeting about performance review,cancel
Please schedule a meeting about board meeting tomorrow morning,schedule
"HEY, NATE HERE",greeting
Could you set up a call with fiona about sales pipeline?,schedule
Please who is responsible for sales pipeline?,question
I want to remove the customer onboarding session from my calendar,cancel
Email Yara the meeting notes please,email
Can you draft a message to hannah@company.com,draft_email
Urgently what was decided about quarterly goals?,question
Urgently set up a call with ethan about ui redesign,schedule
Schedule a meeting about performance review Friday at 3:30 PM,schedule
Urgently schedule a meeting about deployment strategy this thursday at noon,schedule
Block my calendar for a design review!,schedule
"Hey, Schedule a meeting about sales pipeline tomorrow at 10 AM",schedule
Schedule a meeting about product launch end of day!,schedule
Can you schedule a meeting about pricing model this afternoon at 5 pm,schedule
Send an email to Bella about the project update!,email
Can you show me notes from the last retrospective,meeting_query
SCHEDULE A MEETING ABOUT DATA PIPELINE THIS AFTERNOON AT 5 PM,schedule
I want to can you summarize the discussion on partnership deal?,question
Please remind me to check user research by end of week,task
Block my calendar for a design review,schedule
can you summarize the discussion on user research?,question
set up a call with priya about q3 budget,schedule
Urgently set up a call with isha about marketing campaign,schedule
"Hi Auralis, Victor here!",greeting
"Hey, Schedule a meeting about training session end of day",schedule
"Hey, Schedule a meeting about database migration the day after tomorrow",schedule
Can you send an email to wendy about the project update,email
SET A REMINDER TO CALL BOB,task
Set up a call with John about performance review please,schedule
Could you schedule a meeting about feature roadmap friday at 3:30 pm?,schedule
WHAT WAS DECIDED ABOUT PARTNERSHIP DEAL?,question
"Hey, Send a follow-up about marketing campaign",email
Schedule a meeting about compliance review today at 4 PM please,schedule
I want to set up a call with oscar about q3 budget,schedule
Can you set up a call with victor about vendor contract,schedule
I want to remind me to check vendor contract by end of week,task
Can you send an email to quinn about the project update,email
"Hey, Schedule a meeting about data pipeline this afternoon at 5 PM",schedule
Could you assign isha to review the document?,task
Could you can you summarize the discussion on sales pipeline??,question
"I want to good morning, ethan here",greeting
Hi there,greeting
"I want to hi, tina here",greeting
Could you send an email to john about the project update?,email
Could you schedule a meeting about partnership deal tomorrow at 10 am?,schedule
draft a message to priya@company.com,draft_email
SCHEDULE A MEETING ABOUT MARKETING CAMPAIGN TOMORROW MORNING,schedule
Urgently set up a call with hiro about user research,schedule
Urgently hey there,greeting
"Hello AI, Farid here",greeting
Could you break down the main points?,summarize
"Hey, Remind me to check training session by end of week",task
Can you create an action item for performance review,task
Please can you summarize the discussion on team standup?,question
Can you set up a call with maya about quarterly goals,schedule
Schedule a meeting about sprint review tomorrow at 10 AM,schedule
Please schedule a meeting about feature roadmap tomorrow at 10 am,schedule
Schedule a meeting about security audit end of day!,schedule
"Hey, Schedule a meeting about hiring plan end of day",schedule
SCHEDULE A MEETING ABOUT PARTNERSHIP DEAL NEXT WEDNESDAY AT 11 AM,schedule
Set up a call with Quinn about security audit please,schedule
"Hey, Who is responsible for team standup?",question
Can you tl;dr of performance review discussion,summarize
Send a follow-up about customer onboarding,email
Who is responsible for performance review?,question
Set up a call with Fiona about sales pipeline please,schedule
SUMMARIZE THE BOARD MEETING MEETING,summarize
Draft a recap email about design sprint!,draft_email
Could you remove nina from the invite list?,modify
remove the product launch session from my calendar,cancel
Who is responsible for database migration?!,question
"Hey, Draft a message to uma@company.com",draft_email
Can you schedule a meeting about team standup end of day,schedule
set up a call with hannah about a/b testing,schedule
CAN YOU SUMMARIZE THE DISCUSSION ON PRODUCT LAUNCH?,question
Could you schedule a meeting about deployment strategy friday at 3:30 pm?,schedule
Could you remove the partnership deal session from my calendar?,cancel
Urgently schedule a meeting about q3 budget the day after tomorrow,schedule
Set up a call with Rachel about hiring plan please,schedule
Urgently set up a call with charlie about infrastructure upgrade,schedule
schedule a meeting about ui redesign friday at 3:30 pm,schedule
remove the feature roadmap session from my calendar,cancel
Please draft a message to victor@company.com,draft_email
Summarize the Q3 budget meeting please,summarize
"Hey, Hi, Zach here",greeting
"Hey, Send a follow-up about data pipeline",email
draft a message to bob@company.com,draft_email
Schedule a meeting about partnership deal next sprint please,schedule
I want to cancel the meeting about training session,cancel
I want to email sam the meeting notes,email
Please schedule a meeting about partnership deal next monday at 2 pm,schedule
Draft a recap email about quarterly goals please,draft_email
Schedule a meeting about code review today at 4 PM please,schedule
Urgently schedule a meeting about team standup the day after tomorrow,schedule
Please schedule a meeting about project timeline the day after tomorrow,schedule
Send an email to Diana about the project update please,email
Urgently add a task to follow up on marketing campaign,task
I want to what did priya say in the meeting?,meeting_query
"Hey, Can you summarize the discussion on pricing model?",question
"Hey, Who is responsible for pricing model?",question
Set up a call with Bob about Q3 budget!,schedule
Who is responsible for user research?,question
Could you email rachel the meeting notes?,email
give me a brief of bug triage,summarize
Send a follow-up about pricing model,email
Could you set up a call with alice about training session?,schedule
SET A REMINDER TO CALL BOB,task
"Hi, Quinn here please",greeting
"GREAT JOB, LAURA HERE",greeting
Could you set up a call with ethan about infrastructure upgrade?,schedule
Can you schedule a meeting about a/b testing tomorrow morning,schedule
Could you set up a call with charlie about client feedback?,schedule
Please schedule a meeting about project timeline tomorrow at 10 am,schedule
Please set up a call with deepa about project timeline,schedule
Urgently set up a call with priya about q3 budget,schedule
set up a call with alice about hiring plan,schedule
Add a task to follow up on vendor contract please,task
Give me a brief of code review!,summarize
I want to schedule a meeting about database migration next sprint,schedule
Can you send an email to hiro about the project update,email
Can you schedule a meeting about client feedback today at 4 pm,schedule
Urgently who is responsible for marketing campaign?,question
CHANGE THE TIME OF BOARD MEETING DISCUSSION TO 3 PM,modify
change the time of feature roadmap discussion to 3 pm,modify
Could you compose a message about the design sprint decisions?,draft_email
Compose a message about the code review decisions,draft_email
Could you schedule a meeting about q3 budget this afternoon at 5 pm?,schedule
CHANGE THE TIME OF CUSTOMER ONBOARDING DISCUSSION TO 3 PM,modify
set up a call with nina about api integration,schedule
"Hey, Set up a call with Diana about pricing model",schedule
Schedule a meeting about marketing campaign Friday at 3:30 PM please,schedule
What's the status of Horizon 2.0? please,question
Who is responsible for sales pipeline?!,question
I want to set up a call with charlie about client feedback,schedule
"Hey, Schedule a meeting about customer onboarding tomorrow at 10 AM",schedule
Summarize the code review meeting please,summarize
Urgently schedule a meeting about training session march 15 at 9 am,schedule
"Hey, What happened in the budget review?",meeting_query
I want to what was decided about customer onboarding?,question
Urgently summarize the security audit meeting,summarize
give me a brief of training session,summarize
Please schedule a meeting about security audit this thursday at noon,schedule
Pull up the training workshop transcript,meeting_query
I want to remove the feature roadmap session from my calendar,cancel
I want to cancel the meeting about product launch,cancel
I want to schedule a meeting about api integration today at 4 pm,schedule
Schedule a meeting about Q3 budget next Monday at 2 PM,schedule
Could you add amit to the meeting?,modify
Schedule a meeting about feature roadmap March 15 at 9 AM please,schedule
Send an email to Kevin about the project update,email
Please send a follow-up about a/b testing,email
who is responsible for database migration?,question
Summarize the feature roadmap meeting!,summarize
schedule a meeting about database migration tomorrow at 10 am,schedule
What's the status of Pipeline Pro?!,question
can you summarize the discussion on team standup?,question
I want to hello,greeting
I want to set up a call with ian about q3 budget,schedule
Could you set up a call with priya about code review?,schedule
Can you schedule a meeting about quarterly goals friday at 3:30 pm,schedule
Please schedule a meeting about team standup next monday at 2 pm,schedule
Urgently schedule a meeting about sales pipeline next monday at 2 pm,schedule
Change the time of board meeting discussion to 3 PM!,modify
Can you summarize the discussion on vendor contract?!,question
Please schedule a meeting about compliance review friday at 3:30 pm,schedule
Set up a call with Kevin about investor update please,schedule
draft a recap email about infrastructure upgrade,draft_email
Urgently schedule a meeting about sprint review next wednesday at 11 am,schedule
Can you set up a call with nate about user research,schedule
Can you what was decided about project timeline?,question
Can you draft a message to sam@company.com,draft_email
"Hey, Draft a recap email about marketing campaign",draft_email
Move the database migration meeting to next week!,modify
Remove the performance review session from my calendar please,cancel
Schedule a meeting about investor update next sprint please,schedule
Can you book a room for tomorrow?!,schedule
Email Nina the meeting notes,email
Could you schedule a meeting about bug triage march 15 at 9 am?,schedule
"Urgently hey there, nina here",greeting
"Could you good evening, julia here?",greeting
"Please hey there, ethan here",greeting
"Hey, Set my focus area to data science",set_preference
Schedule a meeting about compliance review the day after tomorrow!,schedule
Please set my focus area to marketing,set_preference
Please schedule a meeting about data pipeline tomorrow at 10 am,schedule
Send an email to John about the project update!,email
"Could you what's up, john here?",greeting
Can you remind me to check pricing model by end of week,task
Please move the pricing model meeting to next week,modify
SET UP A CALL WITH FARID ABOUT QUARTERLY GOALS,schedule
WHAT WAS DECIDED ABOUT PRICING MODEL?,question
Urgently summarize the training session meeting,summarize
Could you send a follow-up about a/b testing?,email
Please give me a brief of ui redesign,summarize
Schedule a meeting about UI redesign next Monday at 2 PM!,schedule
set up a call with quinn about investor update,schedule
schedule a meeting about deployment strategy friday at 3:30 pm,schedule
"Can you hi auralis, sam here",greeting
Can you add a task to follow up on team standup,task
"Can you yo, victor here",greeting
Can you cancel the meeting about a/b testing,cancel
Urgently set up a call with bella about data pipeline,schedule
I want to set up a call with yara about sprint review,schedule
Can you summarize the discussion on API integration?,question
schedule a meeting about compliance review the day after tomorrow,schedule
"HEY, ALICE HERE",greeting
Could you email wendy the meeting notes?,email
Set up a call with Bob about quarterly goals please,schedule
"Can you what's up, ian here",greeting
"Hey, Send an email to Bella about the project update",email
REMOVE THE A/B TESTING SESSION FROM MY CALENDAR,cancel
Could you what happened in the sprint planning??,meeting_query
"Good morning, Wendy here please",greeting
Urgently create an action item for training session,task
"Hey, TL;DR of sprint review discussion",summarize
Please schedule a meeting about pricing model the day after tomorrow,schedule
I want to who is responsible for performance review?,question
I want to set up a call with diana about team standup,schedule
Pull up the one-on-one transcript!,meeting_query
Please set up a call with rachel about sales pipeline,schedule
"Hey, Email Laura the meeting notes",email
compose a message about the performance review decisions,draft_email
HELLO AI,greeting
"Hey, Compose a message about the hiring plan decisions",draft_email
"Hey there, Kira here!",greeting
Send a follow-up about sprint review,email
Urgently assign john to review the document,task
CANCEL THE MEETING ABOUT API INTEGRATION,cancel
Schedule a meeting about team standup next Monday at 2 PM,schedule
Urgently schedule a meeting about project timeline friday at 3:30 pm,schedule
"Please hey there, isha here",greeting
"Hey, Create an action item for deployment strategy",task
Urgently change the time of team standup discussion to 3 pm,modify
Can you set up a call with kevin about ui redesign,schedule
set up a call with ethan about infrastructure upgrade,schedule
Set my focus area to legal!,set_preference
Could you schedule a meeting about sales pipeline the day after tomorrow?,schedule
Can you move the api integration meeting to next week,modify
I want to schedule a meeting about pricing model next monday at 2 pm,schedule
"Great job, Priya here",greeting
"I want to great job, nate here",greeting
Draft a message to ethan@company.com please,draft_email
set up a call with diana about database migration,schedule
Could you email farid the meeting notes?,email
SET UP A CALL WITH FARID ABOUT FEATURE ROADMAP,schedule
What happened in the stakeholder check-in?!,meeting_query
Could you draft a message to farid@company.com?,draft_email
Please set up a call with oscar about deployment strategy,schedule
Change department to marketing!,set_preference
